NRDB编号,循环,卡包,序号,英文名称,名称,文本,风味文字,阵营,派系,类型,子类型,是否独有,构筑张数限制,推进需求,议案分数,基础中转,牌组最小张数,牌组影响力上限,费用,强度,内存费用,销毁费用,影响力费用,卡图作者
33076,北极光,幻日,76,Reprise,再现部,"只有你本回合已窃取过议案时，才能打出。
将1张已安装的公司卡牌加入总部。你可以潜袭任意一台服务器。",“我可能会鞠躬，仿佛完成了看似不可能的成就，但事实是这并不难。”,潜袭者,逆法者,事件,潜袭,,3,,,,,,2,,,,3,Ferenc Patkós
33077,北极光,幻日,77,Poison Vial,毒药瓶,"当你安装本硬件时，填装3枚能量指示物到本硬件上。当其清空时，销毁之。
<strong>所附载的能量指示物:</strong> 破解最多2条子进程。只有你在本次遭遇期间已破解过子进程时，才能使用本能力。",毒药比利刃刺肉更深。,潜袭者,逆法者,硬件,武器,,3,,,,,,2,,,,2,Ed Mattinian
33078,北极光,幻日,78,WAKE Implant v2A-JRJ,尾迹植入体v2A-JRJ,"当你安装本硬件时，受到1点肢体伤害。
每当你对总部进行一次成功的潜袭时，放置1枚能量指示物到本硬件上。
每当你侵入研发中心时，你可以移除最多3枚所附载的能量指示物，以额外读取等量的卡牌。",,潜袭者,逆法者,硬件,义体,是,3,,,,,,1,,,,3,Zefanya Langkan Maega
33079,北极光,幻日,79,Zenit Chip JZ-2MJ,天顶芯片JZ-2MJ,"当你安装本硬件时，受到1点核心伤害。
每回合你第一次对中央服务器进行成功的潜袭时，抽1张卡牌。","“天顶植入体帮助你专注重要的事情。”
—安培的全息广告牌",潜袭者,逆法者,硬件,芯片 - 义体,是,3,,,,,,1,,,,2,Martin de Diego Sádaba
33080,北极光,幻日,80,Tremolo,震音,"对接 → <strong>3[credit]:</strong> 破解最多2条<strong>屏障</strong>子进程。每有1个已安装的<strong>义体</strong>硬件，本能力的费用减1[credit]。
<strong>2[credit]:</strong> 强度+2。",重复的音符、灵动的手指、刺绣的韵律……所产生的音强总是别无二致。,潜袭者,逆法者,程序,分解模块 - 破解器,,3,,,,,,3,2,1,,1,Bruno Balixa
33081,北极光,幻日,81,Tunnel Vision,隧道视觉,"当你的回合开始时，发现你的目标。<em>（如果你没有目标，一台随机的中央服务器成为你本回合的目标。）</em>
对接 → <strong>2[credit]:</strong> 破解最多2条保护你目标的防火墙上的子进程。
<strong>2[credit]:</strong> 强度+2。","“我选不出最喜欢的那只。他们都是乖狗狗。”
—纽纱·“黑貂”·辛塔什塔",潜袭者,逆法者,程序,智能模块 - 破解器,,3,,,,,,2,2,2,,3,Anthony Hutchings
33082,北极光,幻日,82,Asmund Pudlat,阿斯蒙德·普德拉特,"当你安装本资源时，从你的存储栈搜寻最多2张名称不同的<strong>病毒</strong>或<strong>武器</strong>卡牌。将这些卡牌牌面朝上附载到本资源上。<em>（它们没有被安装。）</em>
当你的回合开始时，你可以将1张所附载的卡牌加入你的操控器。如果已经没有所附载的卡牌，销毁本资源。",,潜袭者,逆法者,资源,人脉 - 低劣,是,3,,,,,,2,,,,2,Marlon Ruiz
33083,北极光,幻日,83,Info Bounty,信息赏金,"当你的回合开始时，发现你的目标。<em>（如果你没有目标，一台随机的中央服务器成为你本回合的目标。）</em>
每回合第一次对你目标的潜袭结束时，如果你在本次潜袭中侵入了该服务器，获得2[credit]。",能在世界上找到一个我绝不会再来的地方，我说真的，这绝对是一种解脱。,潜袭者,逆法者,资源,工作,是,3,,,,,,2,,,,2,Elliott Birt
33084,北极光,幻日,84,Spark of Inspiration,灵感的火花,将你的存储栈顶端的卡牌牌面朝上置于一旁，重复此操作直到你将一个程序置于一旁。你可以安装该程序，其安装费用减10[credit]。将置于一旁的卡牌洗入你的存储栈。,"“给灵感一些时间，它会自己浮出水面。”
—阿碁来得·贾",潜袭者,塑造者,事件,改造,,3,,,,,,3,,,,3,Oliver Morit
33085,北极光,幻日,85,Hippocampic Mechanocytes,海马体机械细胞,"当你安装本硬件时，放置2枚能量指示物到本硬件上，并受到1点肢体伤害。
每有1枚所附载的能量指示物，你的手牌上限+1。",外人在讥讽，安培竞没人记得是谁发明了这些小玩意儿。但在公司内部人员看来，这是再正常不过的事。,潜袭者,塑造者,硬件,义体,是,3,,,,,,0,,,,2,Ed Mattinian
33086,北极光,幻日,86,Basilar Synthgland 2KVJ,基底动脉合成腺体2KVJ,"当你安装本硬件时，受到2点核心伤害。
每回合你获得的[click]数量+1。",它不像咖啡那样令人愉快，但效果却好出几个量级。,潜袭者,塑造者,硬件,义体,是,3,,,,,,1,,,,3,Martin de Diego Sádaba
33087,北极光,幻日,87,Flux Capacitor,通量电容器,"仅能安装在一层防火墙上。
每次在对被附载的防火墙的遭遇期间，你第一次破解一条子进程时，你可以对1张你已安装的卡牌充能。<em>（在一张已经有能量指示物的卡牌上再放置1枚。）</em>","“你是说，它的功率量词念‘京’？”
—帕德玛·伊斯比斯特船长",潜袭者,塑造者,程序,木马,是,3,,,,,,0,,1,,2,Ed Mattinian
33088,北极光,幻日,88,Nanuq,北极熊,"当本程序被卸载时，将其移出游戏。
当一个议案被计分或窃取时，将本程序移出游戏。
对接 → <strong>2[credit]:</strong> 破解最多2条子进程。
<strong>1[credit]:</strong> 强度+1。",北极熊从不离开，而是潜伏伺机，等待下一场狩猎。,潜袭者,塑造者,程序,智能模块 - 破解器,,3,,,,,,4,3,2,,5,Adam S. Doyle
33089,北极光,幻日,89,Orca,逆戟鲸,"每回合你第一次仅使用本程序破解所遭遇防火墙上的所有子进程时，你可以对1张你已安装的卡牌充能。<em>（在一张已经有能量指示物的卡牌上再放置1枚。）</em>
对接 → <strong>2[credit]:</strong> 破解任意数量的<strong>警报</strong>子进程。
<strong>2[credit]:</strong> 强度+3。",,潜袭者,塑造者,程序,破解器 - 断路模块,,3,,,,,,10,3,2,,2,Jakuza
33090,北极光,幻日,90,K2CP Turbine,K2CP涡轮机,每个已安装的非<strong>智能模块</strong>的<strong>破解器</strong>强度+2。,每台设备都需要一个动力源。这台桨叶转速2马赫的怎么样？,潜袭者,塑造者,程序,,,3,,,,,,4,,1,,4,Ed Mattinian
33091,北极光,幻日,91,World Tree,世界树,每回合你第一次进行成功的潜袭时，你可以销毁另1张你已安装的卡牌，以从你的存储栈搜寻1张同类型的卡牌。<em>（在搜寻存储栈后将其洗混。）</em>安装你搜寻到的卡牌，其安装费用减3[credit]。,很少有结构能触及深网，但这些古树的根比想象中延伸得要远。,潜袭者,塑造者,程序,深网,,3,,,,,,6,,2,,4,Liiga Smilshkalne
33092,北极光,幻日,92,Dr. Nuka Vrolyck,努卡·弗罗丽克博士,"当你安装本资源时，填装2枚能量指示物到本资源上。当其清空时，销毁之。
[click]，<strong>所附载的能量指示物:</strong> 抽3张卡牌。",“海浪之下的另一个世界，正在我们谈话间消失。我想测绘它，趁还不算太晚。”,潜袭者,塑造者,资源,人脉,是,3,,,,,,1,,,,2,Dave Lee
33093,北极光,幻日,93,Nova Initiumia: Catalyst & Impetus,复始: 触媒 & 促力,你的牌组中每种同名卡牌限1张。,我找到了被藏在月亮上的孪生体。现在我们再也不会分离了。,潜袭者,中立潜袭者,潜袭者特性,数字体 - 原生人,,1,,,0,40,,,,,,,Ferenc Patkós
33094,北极光,幻日,94,Matryoshka,套娃,"当你的回合开始时，将所附载的所有卡牌翻至牌面朝上。
[click]<strong>:</strong> 从你的操控器中将一张名称为套娃的卡牌牌面朝上附载到本程序上。<em>（它没有被安装。）</em>
对接 → <strong>X[credit]</strong>，<strong>将1张所附载的名称为套娃的卡牌翻至牌面朝下:</strong> 破解X条子进程。
<strong>1[credit]:</strong> 强度+1。
每套牌组限制6张。","她领导，其他人跟随。
一直以来都是大姐最强的后盾。
她是个典型的中间娃，真的。
和他的姐姐们一样勇敢。
她很小——但可凶了。
看这个小宝宝，甚至她都能帮上忙!",潜袭者,中立潜袭者,程序,智能模块 - 破解器,,6,,,,,,3,2,2,,0,Ed Mattinian
33095,北极光,幻日,95,Thule Subsea: Safety Below,图勒海底城: 水下安全区,每当一个议案被窃取时，造成1点核心伤害，除非潜袭者花费[click]与2[credit]。,加入我们。安全，远离危险。,公司,哈斯生化,公司特性,部门,,1,,,,45,15,,,,,,Kira L. Nguyen
33096,北极光,幻日,96,Ontological Dependence,本体依赖性,潜袭者本局游戏中每受到过1点核心伤害，本议案的推进需求-1。,扭曲你底下人的心智，让他们无法离开你，这样才会保证永久的忠诚。,公司,哈斯生化,议案,研究,,3,4,2,,,,,,,,,Oliver Morit
33097,北极光,幻日,97,Nightmare Archive,噩梦档案室,"在潜袭者从研发中心读取本资产的期间，其必须展示之。
当潜袭者读取本资产时，其可以将本资产加入其分数区，作为一个价值-1点议案分数的议案。如果其不如此做，造成1点核心伤害，并将本资产移出游戏。",每个人都记得自己存档的第一盘磁带。,公司,哈斯生化,资产,伏击,,3,,,,,,0,,,0,4,Kira L. Nguyen
33098,北极光,幻日,98,Bloop,海洋怪声,"作为激活本防火墙的额外费用，关闭另一层<strong>和声</strong>防火墙。
[subroutine] 造成1点核心伤害。
[subroutine] 销毁1个已安装的程序。
[subroutine] 销毁1个已安装的程序。","它发出如此原始、如此极巨的噪音，回荡在船上的每一台监测装置中，直击帕德玛的核心。
戴格也发出了嘶嘶声。",公司,哈斯生化,防火墙,杀伤 - 毁灭者 - 和声 - 警报,,3,,,,,,3,5,,,2,Jakuza
33099,北极光,幻日,99,Pulse,脉动,"在对本服务器的潜袭中，当你激活本防火墙时，潜袭者失去[click]。
[subroutine] 每有1层已激活的<strong>和声</strong>防火墙，潜袭者失去1[credit]。
[subroutine] 终止本次潜袭，除非潜袭者花费[click]。",声音从深处传来：伴随着他们的每一次心跳，颤动、砰击、渐响。,公司,哈斯生化,防火墙,门禁 - 和声,,3,,,,,,3,1,,,2,Jakuza
33100,北极光,幻日,100,Distributed Tracing,分布式追踪,"作为打出本事务的额外费用，花费[click]。
只有潜袭者在其上回合窃取过议案时，才能打出。
给予潜袭者1枚锁定标记。",有时候，他们想让你知道，他们什么都知道。,公司,哈斯生化,事务,双重 - 灰色行动,,3,,,,,,3,,,,4,Kira L. Nguyen
33101,北极光,幻日,101,Hypoxia,缺氧,"只有潜袭者被锁定时，才能打出。
造成1点核心伤害。潜袭者在其下回合获得的[click]数量-1。
将本事务移出游戏。",你以为你呼吸的是空气？,公司,哈斯生化,事务,黑色行动,,3,,,,,,1,,,,3,Ed Mattinian
33102,北极光,幻日,102,Djupstad Grid,久普斯塔德网阵,"每当你将本服务器根目录中的议案计分时，造成1点核心伤害。
每台服务器限制1个<strong>区域</strong>。","“严格来说，这超出了我们的权限，但我们知道我们的武器来自何处。它们沉睡在久普斯塔德，直到我们唤醒它们。
—亚伦·亨德里克",公司,哈斯生化,升级,区域,,3,,,,,,4,,,4,4,Kira L. Nguyen
33103,北极光,幻日,103,Mr. Hendrik,亨德里克先生,当潜袭者读取已安装的本升级时，你可以花费2[credit]以造成1点核心伤害。如果潜袭者有剩余的[click]，其可以失去其所有[click]，以防止本伤害。,只有少数员工知道他的存在。只有更少数的员工知道他其实是三个人。,公司,哈斯生化,升级,伏击 - 管理员,,3,,,,,,0,,,2,3,Ferenc Patkós
33104,北极光,幻日,104,Issuaq Adaptics: Sustaining Diversity,伊雪克适应体: 维持多样性,"每当你将一个你并未在本回合安装或推进的议案计分时，放置1枚能量指示物到本卡牌上。
每有1枚所附载的能量指示物，你赢得游戏胜利所需的议案分数减1。",让自然母亲与时俱进。,公司,人间会社,公司特性,部门,,1,,,,45,15,,,,,,Emilio Rodríguez
33105,北极光,幻日,105,Hybrid Release,杂交人投放,当你将本议案计分时，你可以从档案库安装1张牌面朝下的卡牌。,"“通过阻断它们身体产生各种必要酶的能力，我们确保了它们的忠诚。如果它们不每月回来进行补给，它们就会死；就是这么简单。”
—万象·基林博士",公司,人间会社,议案,扩张,,3,2,1,,,,,,,,,Marlon Ruiz
33106,北极光,幻日,106,Dr. Vientiane Keeling,万象·基林博士,"当你激活本资产时及你的回合开始时，放置1枚能量指示物到本资产上。
每有1枚所附载的能量指示物，潜袭者的手牌上限-1。",她的数字从不说谎，但解释性文字却不是由她来书写的。,公司,人间会社,资产,学术,是,3,,,,,,3,,,4,4,Dimik
33107,北极光,幻日,107,Reaper Function,死神函数,当你的回合开始时，你可以销毁本资产，以造成2点网域伤害。,其镰刃和步态显露出一种优雅，但随之而来的是呼啸的旋风。,公司,人间会社,资产,敌对,,3,,,,,,3,,,2,2,Adam S. Doyle
33108,北极光,幻日,108,Hafrún,明蛤,"在对本服务器的潜袭中，当你激活本防火墙时，你可以从总部销毁1张卡牌。如果你如此做，选择1张已安装的潜袭者卡牌。在本次潜袭的剩余时间内，该卡牌的能力不能破解子进程。
[subroutine] 终止本次潜袭。",明蛤经历了几代网络的变迁，但现在有传言说，某种来自海洋深处的东西正使它感到焦躁不安。,公司,人间会社,防火墙,屏障 - 门禁,,3,,,,,,2,3,,,2,Jack Reeves
33109,北极光,幻日,109,Vampyronassa,陷阱幽灵蛸,"[subroutine] 潜袭者失去2[credit]。
[subroutine] 获得2[credit]。
[subroutine] 造成2点网域伤害。
[subroutine] 你可以抽1或2张卡牌。","“马特，有个大家伙朝你这儿过来了。马特，你有在听吗？马特？哦不。”
—蛾子",公司,人间会社,防火墙,杀伤 - 门禁,,3,,,,,,7,4,,,3,Ed Mattinian
33110,北极光,幻日,110,Simulation Reset,重启模拟器,"从总部销毁最多5张卡牌。将等量的卡牌从档案库洗入研发中心。抽等量的卡牌。
将本事务移出游戏。","“你知道失败实验最糟糕的部分是什么吗？是等待焚化炉的队伍。”
—伊雪克适应体公司食堂的流言蜚语",公司,人间会社,事务,,,3,,,,,,1,,,,3,Anthony Hutchings
33111,北极光,幻日,111,Nanisivik Grid,纳尼西维克网阵,"每当潜袭者接驳本服务器时，你可以将档案库中1层牌面朝下的防火墙翻至牌面朝上。如果你如此做，结算该防火墙上的1条子进程。
每台服务器限制1个<strong>区域</strong>。",在这里，宜居世界的边缘，他们从过去的骸骨中萃取出未来。,公司,人间会社,升级,区域,,3,,,,,,2,,,3,2,Emilio Rodríguez
33112,北极光,幻日,112,Freedom of Information,信息自由,潜袭者每有1枚锁定标记，本议案的推进需求-1。,“一个信息自由请求？没问题！请将个人信息填写完整。你想提出一个匿名请求？我很抱歉：这绝无可能。”,公司,网际传媒,议案,研究,,3,4,2,,,,,,,,,Zefanya Langkan Maega
33113,北极光,幻日,113,Post-Truth Dividend,后真相分红,当你将本议案计分时，你可以抽1张卡牌。,“嘿小家伙，还记得爸爸说过，撒谎的后果吗？”“‘没人发现就没事！’”,公司,网际传媒,议案,原创,,3,2,1,,,,,,,,,Wyn Lacabra
33114,北极光,幻日,114,Gaslight,煤气灯下,当你的回合开始时，你可以销毁本资产。如果你如此做，从研发中心搜寻一个事务并展示之。<em>（在搜寻研发中心后将其洗混。）</em>将该事务加入总部。,你不记得了吗？,公司,网际传媒,资产,,,3,,,,,,0,,,2,1,Olie Boldador
33115,北极光,幻日,115,Vera Ivanovna Shuyskaya,维拉·伊万诺芙娜·舒伊斯卡娅,每当一个议案被计分或窃取时，你可以展示操控器。销毁1张以此法被展示的卡牌。,“人们不是根据事实思考，他们根据故事思考。我们只是整理这些信息来加速这一过程。”,公司,网际传媒,资产,主管,是,3,,,,,,3,,,3,4,Mauricio Herrera
33116,北极光,幻日,116,Klevetnik,诽谤者,"在对本服务器的潜袭中，当你激活本防火墙时，你可以令潜袭者获得2[credit]。如果你如此做，选择1个已安装的资源。该资源失去所有能力，直到你的下回合结束。
[subroutine] 终止本次潜袭。",扫描中……侮辱语言开始装填！,公司,网际传媒,防火墙,屏障,,3,,,,,,3,3,,,3,Bruno Balixa
33117,北极光,幻日,117,Unsmiling Tsarevna,不会笑的查瑞芙娜,"在对本服务器的潜袭中，当你激活本防火墙时，你可以令潜袭者获得2[credit]。如果你如此做，在本次潜袭的剩余时间内，每次遭遇本防火墙期间，潜袭者不能破解超过1条本防火墙上的印刷子进程。
[subroutine] 给予潜袭者1枚锁定标记。
[subroutine] 造成2点网域伤害。
[subroutine] 你可以抽2张卡牌。",,公司,网际传媒,防火墙,杀伤 - 警报,,3,,,,,,4,2,,,2,BalanceSheet
33118,北极光,幻日,118,Nonequivalent Exchange,非等价交换,获得5[credit]。你可以令双方玩家各获得2[credit]。,“哦，条款文本没完没了。点一下同意就行，剩下的你可以等会慢慢看。”,公司,网际传媒,事务,交易,,3,,,,,,2,,,,2,Dimik
33119,北极光,幻日,119,Shipment from Vladisibirsk,符拉迪西比尔斯克的货物,"只有潜袭者具有至少2枚锁定标记时，才能打出。
放置合计4枚推进指示物到已安装且可被推进的卡牌上。",“别盯着货箱。”,公司,网际传媒,事务,灰色行动,,3,,,,,,1,,,,3,Ferenc Patkós
33120,北极光,幻日,120,Regulatory Capture,监管俘获,你每有1枚负面声誉标记，本议案的推进需求-1（最多-4）。,这曾是犯罪行为。但现在成了一种商业手段。,公司,威兰财团,议案,研究,,3,6,2,,,,,,,,,Wyn Lacabra
33121,北极光,幻日,121,Kimberlite Field,金伯利岩矿场,当你将本议案计分时，你可以销毁1张你的已激活卡牌。如果你如此做，销毁1张已安装的潜袭者卡牌，其印刷安装费用须等于或小于你所销毁公司卡牌的印刷激活费用。,"“威兰的合成钻石成本远低于天然钻石……所以他们到底在这里挖什么?”
—帕德玛·伊斯比斯特船长",公司,威兰财团,议案,扩张,,3,4,2,,,,,,,,,Vitalii Ostaschenko
33122,北极光,幻日,122,Hostile Architecture,不友好建筑,每回合潜袭者第一次销毁你已安装的卡牌时<em>（包括本资产）</em>，造成2点肢体伤害。,当实施规模达到如此程度时，能驱赶的闲人就不止这么几个了。,公司,威兰财团,资产,敌对,是,3,,,,,,5,,,4,3,Dimik
33123,北极光,幻日,123,Superdeep Borehole,超深钻井,"当你激活本资产时，填装6枚负面声誉标记到本资产上。当其清空时，你获得游戏胜利。
当你的回合开始时，从本资产上拿取1枚负面声誉标记。","“他们只是继续往下钻，不顾一切……”
—瓦伦蒂娜·费雷拉",公司,威兰财团,资产,非法 - 工业,,3,,,,,,6,,,6,5,Vitalii Ostaschenko
33124,北极光,幻日,124,Anvil,铁砧,"当潜袭者遭遇本防火墙时，你可以销毁另1张你已安装的卡牌。如果你如此做，潜袭者在本次遭遇的剩余时间内不能破解本防火墙上的印刷子进程。
[subroutine] 获得1[credit]。潜袭者失去1[credit]。
[subroutine] 潜袭者销毁1张其已安装的卡牌。",等待下一个捶击落地。,公司,威兰财团,防火墙,门禁,,3,,,,,,4,3,,,2,Scott Uminga
33125,北极光,幻日,125,End of the Line,穷途末路,"作为打出本事务的额外费用，移除1枚锁定标记。
造成4点肢体伤害。",幻日于北方天空之下度过了一生，也将于此长眠。,公司,威兰财团,事务,黑色行动,,3,,,,,,3,,,,4,Olie Boldador
33126,北极光,幻日,126,Yakov Erikovich Avdakov,雅科夫·埃里科维奇·阿夫达科夫,每当一位玩家在非安装过程中销毁本服务器根目录中或保护本服务器的一张卡牌<em>（包括本升级）</em>时，你获得2[credit]。,他们说，西伯利亚的屠夫总会把最好的肉割下留给自己。,公司,威兰财团,升级,主管,是,3,,,,,,2,,,2,2,Dave Lee
33127,北极光,幻日,127,ZATO City Grid,保密行政区网阵,"仅能安装在远程服务器。
保护本服务器的每层防火墙获得“当潜袭者遭遇本防火墙时，选择本防火墙上的1条子进程。你可以销毁本防火墙，以结算该子进程。”
每台服务器限制1个<strong>区域</strong>。",进去已经很难。出来则需要提供死亡证明,公司,威兰财团,升级,区域,,3,,,,,,3,,,3,4,Vitalii Ostaschenko
33128,北极光,幻日,128,Ampère: Cybernetics For Anyone,安培: 全民的义体,"你的牌组中每种同名卡牌限1张。
你的牌组中可以包含来自每个公司派系的最多2张不同议案。",实惠、强效、毫不妥协。,公司,中立公司,公司特性,公司,,1,,,,45,,,,,,,Emilio Rodríguez
34001,解放,自动机倡议,1,Strike Fund,罢工基金,"获得4[credit]。
当本事件从你的操控器或存储栈被销毁时，你可以获得2[credit]。",“如果您想证明您所言非虚，我们倒确实有一些纠察队用得上您的钱。”,潜袭者,反叛者,事件,,,3,,,,,,1,,,,1,Phill Simpson
34002,解放,自动机倡议,2,The Price,代价,销毁你的存储栈顶端的4张卡牌。你可以安装其中1张，其安装费用减3[credit]。,"“你问我们如何才能阻止他们？简单六字: 避免单打独斗。”
—塞巴斯蒂昂·索萨·佩索阿",潜袭者,反叛者,事件,,,3,,,,,,1,,,,2,Phill Simpson
34003,解放,自动机倡议,3,Solidarity Badge,团结徽章,"每回合你第一次销毁一张公司卡牌时，放置1枚能量指示物到本硬件上。
当你的回合开始时，你可以移除1枚所附载的能量指示物，以抽1张卡牌或移除1枚锁定标记。",获取自由后最难学会的一件事，就是何时寻求帮助。,潜袭者,反叛者,硬件,芯片,是,3,,,,,,1,,,,1,Anna Butova
34004,解放,自动机倡议,4,Audrey v2,“吸血花”奥黛丽v2,"每当你销毁一张你正在读取的卡牌时，放置1枚病毒指示物到本程序上。
对接 → <strong>所附载的病毒指示物:</strong> 破解最多2条子进程。
<strong>从你的操控器销毁1张卡牌:</strong> 强度+3。","“你想从我这儿得到什么，血吗？”
—卅莫尔",潜袭者,反叛者,程序,智能模块 - 破解器 - 病毒,,3,,,,,,3,0,2,,3,Júlio Rocha
34005,解放,自动机倡议,5,Banner,旗帜,对接 → <strong>2[credit]:</strong> 本次遭遇的剩余时间内，当前正在遭遇的<strong>屏障</strong>上的子进程不能终止本次潜袭。,现场浓烟四起，拳脚横行，乱如迷宫。但他们始终能见到旗帜飘扬在上方。,潜袭者,反叛者,程序,分解模块 - 破解器 - 武器,,3,,,,,,4,5,1,,3,BalanceSheet
34006,解放,自动机倡议,6,Monkeywrench,活动扳手,"仅能安装在一层防火墙上。
被附载的防火墙的强度-2。所有其它保护本服务器的防火墙的强度-1。",无头苍蝇般盲目破坏收效甚微; 针对弱点的反复冲击方为上策。,潜袭者,反叛者,程序,木马,,3,,,,,,2,,1,,2,Ed Mattinian
34007,解放,自动机倡议,7,Eru Ayase-Pessoa,爱瑠·绫濑·佩索阿,"每回合限一次 → [click]，<strong>拿取1枚锁定标记:</strong> 潜袭档案库。如果成功，侵入研发中心，代替侵入档案库。
威胁3 → 每当你在对档案库的潜袭中侵入研发中心时，额外读取1张卡牌。<em>（本能力在任一玩家有3点或更多议案分数时生效。）</em>",卢西亚娜喜欢爸爸和妈妈早点下班，这样他们就可以一起回家。,潜袭者,反叛者,资源,克隆体 - 人脉,是,3,,,,,,2,,,,3,Dimik
34008,解放,自动机倡议,8,"Hannah ""Wheels"" Pilintra",汉娜·“驭手”·皮林特拉,"每回合限一次 → [click]<strong>:</strong> 获得[click]。潜袭一台远程服务器。当本次潜袭结束时，如果潜袭失败，拿取1枚锁定标记。
[click]，[trash]<strong>:</strong> 获得[click][click]。移除1枚锁定标记。",“这趟儿需要到哪？”,潜袭者,反叛者,资源,人脉,是,3,,,,,,2,,,,2,Olie Boldador
34009,解放,自动机倡议,9,Lago Paranoá Shelter,帕拉诺阿湖动物收容所,每回合公司第一次在一台服务器的根目录中安装一张卡牌时，你可以销毁你的存储栈顶端的卡牌，以抽1张卡牌。,"“动物、茶歇、会议、秘密交接点。帕拉诺阿罩着我们，所以我们也要罩着它。”
—塞巴斯蒂昂·索萨·佩索阿",潜袭者,反叛者,资源,人脉 - 场所,是,3,,,,,,2,,,,2,Dimik
34010,解放,自动机倡议,10,Mercury: Chrome Libertador,墨丘利: 铬金解放者,每回合限一次 → 当你在一次潜袭中侵入总部或研发中心时，如果你在本次潜袭中没有破解过子进程，你可以额外读取1张卡牌。,我意已决; 我已自由。,潜袭者,逆法者,潜袭者特性,生化人,,1,,,0,45,15,,,,,,Matheus Calza
34011,解放,自动机倡议,11,Chrysopoeian Skimming,碎屑炼金,公司可以从总部展示一个议案。如果其如此做，你获得[click]并抽1张卡牌。否则，你查看研发中心顶端的3张卡牌。,再小的零碎数据，都可能成为致富的关键。,潜袭者,逆法者,事件,,,3,,,,,,1,,,,1,Oliver Morit
34012,解放,自动机倡议,12,S-Dobrado,S型猴翻,"潜袭一台中央服务器。本次潜袭中你第一次遭遇一层防火墙时，略过该防火墙。
威胁4 → 本次潜袭中你第二次遭遇一层防火墙时，你可以花费[click]，以略过该防火墙。<em>（本能力在任一玩家有4点或更多议案分数时生效。）</em>",,潜袭者,逆法者,事件,潜袭,,3,,,,,,2,,,,3,Scott Uminga
34013,解放,自动机倡议,13,Capybara,水豚,每当你略过一层防火墙时，你可以将本硬件移出游戏，以关闭该防火墙。,"“某天我照镜子，发现里面的人不是我，而是一位渴望帮助我的新朋友。”
—墨丘利",潜袭者,逆法者,硬件,,是,3,,,,,,2,,,,2,Anthony Hutchings
34014,解放,自动机倡议,14,Hermes,赫耳墨斯,"+1[mu]
每当一个议案被计分或窃取时，你将1张未激活的卡牌加入总部。
每位玩家限制1个<strong>控制台</strong>。",世界并不美丽，但正因如此，世界才如此美丽。,潜袭者,逆法者,硬件,控制台,是,3,,,,,,2,,,,3,Martin de Diego Sádaba
34015,解放,自动机倡议,15,Curupira,库鲁皮拉,"每当你遭遇一层<strong>屏障</strong>时，你可以花费3枚所附载的能量指示物，以略过该防火墙。
每当你仅使用本程序破解所遭遇防火墙上的所有子进程时，放置1枚能量指示物到本程序上。
对接 → <strong>1[credit]:</strong> 破解1条<strong>屏障</strong>子进程。
<strong>1[credit]:</strong> 强度+1。",适可而止。,潜袭者,逆法者,程序,分解模块 - 破解器,,3,,,,,,3,1,1,,3,Júlio Rocha
34016,解放,自动机倡议,16,Laser Pointer,激光笔,每当你遭遇一层<strong>杀伤</strong>、<strong>毁灭者</strong>或<strong>观察者</strong>防火墙时，你可以销毁本程序，以略过该防火墙。,闪光。闪瞎。闪人。,潜袭者,逆法者,程序,武器,,3,,,,,,2,,1,,3,BalanceSheet
34017,解放,自动机倡议,17,Saci,纵纹鹃,仅能安装在一层防火墙上。每当被附载的防火墙被激活或关闭时，获得3[credit]。,"我是生命，我是太阳，
我是陷阱，我是把枪，
我是大风，尘土飞扬，
我是恶魔，伴你身旁。",潜袭者,逆法者,程序,木马,,3,,,,,,1,,1,,1,Anthony Hutchings
34018,解放,自动机倡议,18,Shibboleth,示播列,"威胁4 → 本程序的强度-2。<em>（本能力在任一玩家有4点或更多议案分数时生效。）</em>
对接 → <strong>1[credit]:</strong> 破解1条<strong>门禁</strong>子进程。
<strong>2[credit]:</strong> 强度+2。","“公司安保部门把我当成另一个尼可，那他们就大错特错了。”
—墨丘利",潜袭者,逆法者,程序,解码模块 - 破解器,,3,,,,,,1,3,1,,2,Ed Mattinian
34019,解放,自动机倡议,19,"Debbie ""Downtown"" Moreira",黛比·“闹市”·莫雷拉,"威胁4 → 当你安装本资源时，放置2[credit]到本资源上。<em>（本能力在任一玩家有4点或更多议案分数时生效。）</em>
每当你打出一个<strong>潜袭</strong>事件时，放置1[credit]到本资源上。
[click]<strong>:</strong> 潜袭任意一台服务器。你可以在本次潜袭中花费所附载的信用点。",,潜袭者,逆法者,资源,人脉,是,3,,,,,,1,,,,2,Wyn Lacabra
34020,解放,自动机倡议,20,Arissana Rocha Nahu: Street Artist,阿里萨娜·罗查·纳胡: 街头艺术家,每回合限一次 → <strong>0[credit]:</strong> 从你的操控器安装1个程序<em>（支付所有的费用）</em>。本能力仅能在潜袭中使用。当本次潜袭结束时，如果该程序不是<strong>木马</strong>，销毁该程序。,艺术无边界。,潜袭者,塑造者,潜袭者特性,原生人,,1,,,0,45,15,,,,,,Matheus Calza
34021,解放,自动机倡议,21,Joy Ride,兜风,潜袭研发中心。如果成功，抽5张卡牌。,<strong>由2020年美洲锦标赛冠军Jason Ford设计</strong>,潜袭者,塑造者,事件,潜袭,,3,,,,,,2,,,,3,João Queiroz
