ID,序号,英文循环名,中文循环名,英文卡包名,中文卡包名,英文名称,中文名称,英文文本,中文文本,英文风味文字,中文风味文字,英文阵营,中文阵营,英文派系,中文派系,英文类型,中文类型,英文子类型,中文子类型,是否独有,构筑张数限制,推进需求,议案分数,基础中转,牌组最小张数,牌组影响力上限,费用,强度,内存费用,销毁费用,影响力费用,卡图作者
11014,14,Flashpoint,闪点,23 Seconds,二十三秒,Georgia Emelyov,乔治娅·叶梅廖夫,"Whenever the Runner makes an unsuccessful run on this server, do 1 net damage.
2[credit]: Move Georgia Emelyov to another server.","每当潜袭者对本服务器进行一次失败的潜袭时，造成1点网域伤害。
2[credit]: 将乔治娅·叶梅廖夫转移到另一台服务器。","""Your mistake is thinking that it's just business, when really it's a war.""",“你的错误在于以为这只是一场生意，但其实这是一场战争。”,Corp,公司,Jinteki,人间会社,Upgrade,升级,Sysop,管理员,是,3,,,,,,1,,,3,2,Aurore Folny
11015,15,Flashpoint,闪点,23 Seconds,二十三秒,Watchdog,看门狗,The rez cost of the first piece of ice you rez each turn is lowered by 1 for each tag the Runner has.,潜袭者每有1枚锁定标记，每回合你激活的第一层防火墙的激活费用减1。,"""Person of interest. Noun. Someone who is about to get ****ed by a corp."" - Anarch's Dictionary, Volume Who's Counting",嫌疑人。名词。即将被公司给*了的人。 —反叛者的字典，谁管第几卷,Corp,公司,NBN,网际传媒,Asset,资产,,,,3,,,,,,0,,,4,1,Sam Guay
11016,16,Flashpoint,闪点,23 Seconds,二十三秒,Hard-Hitting News,重磅新闻,"After you resolve this operation, your action phase ends.
Play only if the Runner made a run during their last turn.
Trace[4]. If successful, give the Runner 4 tags.","在你结算本事务后，结束你的行动阶段。
如果潜袭者在他/她的上回合进行过潜袭，才能打出。
<trace>追踪 4</trace> 如果成功，给予潜袭者4枚锁定标记。",,,Corp,公司,NBN,网际传媒,Operation,事务,Terminal,终止,,3,,,,,,3,,,,2,Sander Mosk
11017,17,Flashpoint,闪点,23 Seconds,二十三秒,NBN: Controlling the Message,网际传媒: 掌控讯息,"The first time the Runner trashes an installed Corp card each turn, you may trace[4]. If successful, give the Runner 1 tag (cannot be avoided).",每回合潜袭者第一次销毁一张已安装的公司卡牌时，你可以<trace>追踪 4</trace> 如果成功，给予潜袭者1枚锁定标记（不能被避免）。,,,Corp,公司,NBN,网际传媒,Corp Identity,公司特性,Megacorp,巨型公司,,1,,,,45,12,,,,,,
11018,18,Flashpoint,闪点,23 Seconds,二十三秒,Crisis Management,危机管理,"If the Runner is tagged, Crisis Management gains ""When your turn begins, do 1 meat damage.""",如果潜袭者被锁定，危机管理获得“当你的回合开始时，造成1点肢体伤害。”,"""For the duration of the emergency"" is code for ""this is the way things are now.""",“值此非常时期”的隐义是“这就是新规则”。,Corp,公司,Weyland Consortium,威兰财团,Agenda,议案,Security,防卫,,3,3,1,,,,,,,,,Natalie Bernard
11019,19,Flashpoint,闪点,23 Seconds,二十三秒,Stock Buy-Back,股票回购,"After you resolve this operation, end your action phase.
Gain 3[credit] for each agenda in the Runner's score area.","在你结算本事务后，结束你的行动阶段。
潜袭者的分数区中每有一个议案，获得3[credit]。","A stock dropping sharply is bad for shareholders, but not neccessarily bad for the company.",暴跌的股票对股东不利，但对公司而言未必。,Corp,公司,Weyland Consortium,威兰财团,Operation,事务,Terminal - Transaction,终止 - 交易,,3,,,,,,1,,,,2,RC Torres
11020,20,Flashpoint,闪点,23 Seconds,二十三秒,Sandburg,桑德堡,"If you have at least 10[credit], each piece of ice has +1 strength for every 5[credit] in your credit pool.",如果你具有至少10[credit]，你的信用池中每有5[credit]，每层防火墙的强度+1。,Money is power.,金钱就是力量。,Corp,公司,Neutral Corp,中立公司,Asset,资产,,,是,3,,,,,,0,,,4,0,Pavel Kolomeyets
11021,21,Flashpoint,闪点,Blood Money,不义之财,Credit Crash,信用崩盘,Make a run. Trash the first non-agenda card you access during this run at no cost. The Corp can spend credits equal to the rez or play cost of the accessed card to prevent this trash.,进行一次潜袭。销毁本次潜袭你所读取的第一张非议案卡牌，无须费用。公司能支付与被读取卡牌的激活或打出费用相等的信用点，以防止本次销毁。,,,Runner,潜袭者,Anarch,反叛者,Event,事件,Run,潜袭,,3,,,,,,1,,,,1,Jenn Tran
11022,22,Flashpoint,闪点,Blood Money,不义之财,Rumor Mill,谣言工厂,"This card is not trashed until another <strong>current</strong> is played or an agenda is scored.
Each unique (♦) non-<strong>region</strong> asset and upgrade loses its printed abilities.","本卡牌打出后不会被销毁，直到另一个<strong>局势</strong>被打出或一个议案被计分。
每个独有的非<strong>区域</strong>资产或升级的规则文字成为空白。","""You can have a lot of fun in 23 seconds."" -Princess Space Kitten",“二十三秒乐趣多。” —太空喵公主,Runner,潜袭者,Anarch,反叛者,Event,事件,Current,局势,,3,,,,,,1,,,,2,Tim Durning
11023,23,Flashpoint,闪点,Blood Money,不义之财,Nfr,奈菲尔,"Whenever this program fully breaks a piece of ice, place 1 power counter on this program.
This program gets +1 strength for each power counter on it.
Interface → <strong>1[credit]:</strong> Break 1 <strong>barrier</strong> subroutine.","当一层你使用奈菲尔破解其所有子进程的防火墙遭遇结束时，放置1枚能量指示物到奈菲尔上。
奈菲尔上每有1枚能量指示物，其强度+1。
1[credit]: 破解<strong>屏障</strong>子进程。",Balance out the equation.,等式平衡。,Runner,潜袭者,Anarch,反叛者,Program,程序,Fracter - Icebreaker,分解模块 - 破解器,,3,,,,,,3,1,1,,3,Mia Siergiejew
11024,24,Flashpoint,闪点,Blood Money,不义之财,Paperclip,回形针,"Whenever you encounter a <strong>barrier</strong>, you may install this program from your heap.
<strong>X[credit]:</strong> +X strength. Then, if this program can interface with the <strong>barrier</strong> you are encountering, break up to X subroutines.","每当你遭遇一个<strong>屏障</strong>时，你可以从你的堆阵安装回形针（支付其安装费用）。
X[credit]: 强度+X。如可能，破解最多X个<strong>屏障</strong>子进程。","""It is not wise to call someone crazy until you fully understand what they're trying to say."" -Omar Keung",“在充分理解其想说的内容之前，叫别人疯子是不明智的。” —奥马尔·姜,Runner,潜袭者,Anarch,反叛者,Program,程序,Fracter - Icebreaker,分解模块 - 破解器,,3,,,,,,4,1,1,,3,Adam S. Doyle
11025,25,Flashpoint,闪点,Blood Money,不义之财,Golden,金雕,"Interface → 2[credit]: Break up to 2 <strong>sentry</strong> subroutines.
<strong>2[credit]:</strong> +4 strength.
<strong>2[credit]</strong>, <strong>add this program to your grip:</strong> Derez 1 <strong>sentry</strong> this program fully broke during this encounter.","2[credit]: 破解最多2个<strong>警报</strong>子进程。
2[credit]: 强度+4。
2[credit], <strong>将金雕加入你的操控器</strong>: 关闭一个<strong>警报</strong>。在一次遭遇中使用金雕破解该<strong>警报</strong>上的所有子进程后，才能使用本能力。",The program was as close to a hunting raptor as she could afford...for now.,这程序就像只猎禽，只要她负担得起…目前如此。,Runner,潜袭者,Criminal,逆法者,Program,程序,Icebreaker - Killer,破解器 - 断路模块,,3,,,,,,5,1,1,,2,Liiga Smilshkalne
11026,26,Flashpoint,闪点,Blood Money,不义之财,Temüjin Contract,铁木真合约,"Choose a server and place 20[credit] from the bank on Temüjin Contract when you install it. When there are no credits left on Temüjin Contract, trash it.
Whenever you make a successful run on the chosen server, take 4[credit] from Temüjin Contract.","当你安装铁木真合约时，选择一台服务器，并从银行中放置20[credit]到本卡牌上。当铁木真合约上没有信用点时，销毁本卡牌。
每当你对所选择的服务器进行一次成功的潜袭时，从铁木真合约上拿取4[credit]。","""The best part is, it's legal!"" -Khan",“最好的一点是，它合法！” —可汗,Runner,潜袭者,Criminal,逆法者,Resource,资源,Job,工作,是,3,,,,,,4,,,,2,Timur Shevtsov
11027,27,Flashpoint,闪点,Blood Money,不义之财,Khan: Savvy Skiptracer,可汗: 聪颖追猎人,"The first time you pass a piece of ice each turn, you may install an <strong>icebreaker</strong> from your hand, lowering the install cost by 1.",每回合你第一次通过一层防火墙时，你可以从你的操控器安装一个<strong>破解器</strong>，其安装费用减1。,,,Runner,潜袭者,Criminal,逆法者,Runner Identity,潜袭者特性,Natural,原生人,,1,,,0,40,12,,,,,,Matt Zeilinger
11028,28,Flashpoint,闪点,Blood Money,不义之财,Data Breach,数据外泄,"Make a run on R&D. If successful, you may make another run on R&D when this run ends.",对研发中心进行一次潜袭。如果成功，你可以在本次潜袭结束时对研发中心进行另一次潜袭。,"Once a security flaw is identified, there's only a limited window to exploit it before it's patched. Runners call this period ""open season.""",一个安全漏洞一旦被发现，在打上补丁前，利用它的时机是有限的。潜袭者称之为“开放期”。,Runner,潜袭者,Shaper,塑造者,Event,事件,Run,潜袭,,3,,,,,,0,,,,1,Juan Novelletto
11029,29,Flashpoint,闪点,Blood Money,不义之财,Algo Trading,算法交易,"When your turn begins, you may move up to 3[credit] from your credit pool to Algo Trading.
When your turn begins, place 2[credit] on Algo Trading from the bank if there are at least 6[credit] on it.
[click],[trash]: Take all credits from Algo Trading.","当你的回合开始时，你可以从你的信用池中转移最多3[credit]到算法交易上。
当你的回合开始时，如果算法交易具有至少6[credit]，从银行中放置2[credit]到本卡牌上。
[click], [trash]: 从算法交易上拿取所有的信用点。",,,Runner,潜袭者,Shaper,塑造者,Resource,资源,Job,工作,,3,,,,,,0,,,,1,Caroline Elizabeth Huss
11030,30,Flashpoint,闪点,Blood Money,不义之财,Beth Kilrain-Chang,贝丝·吉兰-张,"If the Corp has 5-9[credit] when your turn begins, gain 1[credit].
If the Corp has 10-14[credit] when your turn begins, draw 1 card.
If the Corp has at least 15[credit] when your turn begins, gain [click].","如果当你的回合开始时，公司具有5-9[credit]，获得1[credit]。
如果当你的回合开始时，公司具有10-14[credit]，补一张卡牌。
如果当你的回合开始时，公司具有至少15[credit]，获得[click]。","""Coming to you live from the front lines, for now, unless they kill me...""",“即将为您带来的是前线的实况，现在，除非他们杀了我…”,Runner,潜袭者,Shaper,塑造者,Resource,资源,Connection,人脉,是,3,,,,,,2,,,,3,Aurore Folny
11031,31,Flashpoint,闪点,Blood Money,不义之财,Fairchild 2.0,仙童2.0,"<strong>Lose [click][click]:</strong> Break up to 2 subroutines on this ice. Only the Runner can use this ability.
[subroutine] The Runner must pay 2[credit] or trash 1 of their installed cards.
[subroutine] The Runner must pay 2[credit] or trash 1 of their installed cards.
[subroutine] Do 1 core damage.","潜袭者能花费[click][click]，以破解仙童2.0上最多2个子进程。
[subroutine] 潜袭者必须支付2[credit]或销毁一张他/她已安装的卡牌。
[subroutine] 潜袭者必须支付2[credit]或销毁一张他/她已安装的卡牌。
[subroutine] 造成1点脑部伤害。",To threaten my treasures is to incur my wrath.,觊夺我的财宝必将招致我的愤怒。,Corp,公司,Haas-Bioroid,哈斯生化,Ice,防火墙,AP - Bioroid - Code Gate,杀伤 - 生化人 - 门禁,,3,,,,,,4,3,,,2,Liiga Smilshkalne
11032,32,Flashpoint,闪点,Blood Money,不义之财,Aiki,合气,"[subroutine] You and the Runner secretly spend 0[credit], 1[credit], or 2[credit]. Reveal spent credits. If you and the Runner spent a different number of credits, the Runner draws 2 cards.
[subroutine] Do 1 net damage.
[subroutine] Do 1 net damage.","[subroutine] 你和潜袭者秘密花费0[credit]，1[credit]或2[credit]。展示所花费的信用点。如果你和潜袭者花费了不同数量的信用点，潜袭者补两张卡牌。
[subroutine] 造成1点网域伤害。
[subroutine] 造成1点网域伤害。","First, blend with the attacker. Then, control the attack.",首先，融入攻击者。然后，控制攻击。,Corp,公司,Jinteki,人间会社,Ice,防火墙,AP - Code Gate - Psi,杀伤 - 门禁 - 灵能,,3,,,,,,1,3,,,2,BalanceSheet
11033,33,Flashpoint,闪点,Blood Money,不义之财,Enforcing Loyalty,厉行忠诚,"As an additional cost to play this operation, spend [click].
Trace[3]. If successful, trash an installed card that does not match the faction of the Runner's identity.","作为打出本事务的额外费用，花费[click]。
<trace>追踪 3</trace> 如果成功，销毁一张已安装的，并且和潜袭者特性的派系不同的卡牌。","""Eiko here. It's done.""",“我是栄子。事已办妥。”,Corp,公司,Jinteki,人间会社,Operation,事务,Double - Gray Ops,双重 - 灰色行动,,3,,,,,,2,,,1,1,Adam Schumpert
11034,34,Flashpoint,闪点,Blood Money,不义之财,Hatchet Job,恶语中伤,"As an additional cost to play this operation, spend [click].
Trace[5]. If successful, add an installed non-<strong>virtual</strong> card to the Runner's grip.","作为打出本事务的额外费用，花费[click]。
<trace>追踪 5</trace> 如果成功，将一张已安装的非<strong>虚拟</strong>卡牌加入潜袭者的操控器。","""SELL!! Buy platinum, but GET OUT OF THE TT CREDIT! It is TOXIC!""",“开卖了！！买入白金，远离TT信用点！它有毒！”,Corp,公司,NBN,网际传媒,Operation,事务,Double - Gray Ops,双重 - 灰色行动,,3,,,,,,2,,,0,2,Gary Bedell
11035,35,Flashpoint,闪点,Blood Money,不义之财,Special Report,特别报道,Shuffle any number of cards from HQ into R&D. Draw that number of cards.,将任意数量的卡牌从总部洗入研发中心。补与其数量相等的卡牌。,"By the time the report of Emelyov's murder was produced, there had already been a dozen more, hitting all the corps.",等到叶梅廖夫被谋害的报道出来时，早已有了各种版本，冲击着所有的公司。,Corp,公司,NBN,网际传媒,Operation,事务,,,,3,,,,,,1,,,,2,Aurore Folny
11036,36,Flashpoint,闪点,Blood Money,不义之财,C.I. Fund,资本投资基金,"When your turn begins, you may move up to 3[credit] from your credit pool to C.I. Fund.
When your turn begins, place 2[credit] on C.I. Fund from the bank if there are at least 6[credit] on it.
2[credit],[trash]: Take all credits from C.I. Fund.","当你的回合开始时，你可以从你的信用池中转移最多3[credit]到资本投资基金上。
当你的回合开始时，如果资本投资基金具有至少6[credit]，从银行中放置2[credit]到本卡牌上。
2[credit], [trash]: 从资本投资基金上拿取所有的信用点。",,,Corp,公司,Weyland Consortium,威兰财团,Asset,资产,,,,3,,,,,,0,,,2,1,Samuel Leung
11037,37,Flashpoint,闪点,Blood Money,不义之财,Liquidation,清算,"As an additional cost to play this operation, spend [click].
Trash any number of your rezzed cards and gain 3[credit] for each card trashed.","作为打出本事务的额外费用，花费[click]。
销毁任意数量的你已激活的卡牌，每销毁一张卡牌，获得3[credit]。",What's a little insurance fraud between friends?,朋友之间，一点保险欺诈算得了什么？,Corp,公司,Weyland Consortium,威兰财团,Operation,事务,Double - Gray Ops - Transaction,双重 - 灰色行动 - 交易,,3,,,,,,1,,,,1,Pavel Kolomeyets
11038,38,Flashpoint,闪点,Blood Money,不义之财,Weyland Consortium: Builder of Nations,威兰财团: 国家的建造者,"The first time each turn an encounter with an advanced piece of ice ends, do 1 meat damage.","每回合第一次一层具有至少1枚推进标记的防火墙遭遇结束时，造成1点肢体伤害。
<errata>勘误自FAQ 3.1.1</errata>",Strength makes leaders.,实力造就领袖。,Corp,公司,Weyland Consortium,威兰财团,Corp Identity,公司特性,Megacorp,巨型公司,,1,,,,40,12,,,,,,
11039,39,Flashpoint,闪点,Blood Money,不义之财,Financial Collapse,金融崩溃,"Play only if the Runner has at least 6[credit].
The Runner loses 2[credit] for each installed resource. The Runner can trash a resource to prevent this.","如果潜袭者具有至少6[credit]，才能打出。
每有一个已安装的资源，潜袭者失去2[credit]。潜袭者能销毁一个资源以防止本效果。",She'd never heard her dads argue like this. Not ever. She'd give anything to make it stop.,她从没听到过自己的爸爸们吵成这样。也从不想听到。她愿意付出自己的一切来停止这争吵。,Corp,公司,Neutral Corp,中立公司,Operation,事务,,,,3,,,,,,0,,,,0,Matt Zeilinger
11040,40,Flashpoint,闪点,Blood Money,不义之财,Prisec,私卫,"If the Runner accesses Prisec while installed, you may pay 2[credit] to give the Runner 1 tag and do 1 meat damage.",如果潜袭者读取已安装的私卫，你可以支付2[credit]，以给予潜袭者1枚锁定标记并造成1点肢体伤害。,"""While the money pooled at the top, the power went with it, until there were two sets of laws: one for them, one for us"" -Omar Keung, the Flashpoint",随着金钱向顶层汇集，权力也随之而去，直到出现两套法律：他们用的，和我们用的。 —奥马尔·姜，《闪点》,Corp,公司,Neutral Corp,中立公司,Upgrade,升级,Ambush,伏击,,3,,,,,,0,,,3,0,Maciej Rebisz
11041,41,Flashpoint,闪点,Escalation,事态升级,Obelus,除号,"+1[mu]
You get +1 maximum hand size for each tag you have.
The first time each turn a successful run on HQ or R&D ends, draw 1 card for each time you accessed a card during that run.
Limit 1 <strong>console</strong> per player.","+1[mu]
你每有1枚锁定标记，你的手牌上限+1。
每回合第一次对研发中心或总部进行的成功的潜袭结束时，你在本次潜袭中每读取过一张卡牌，补一张卡牌。
每位玩家限制1个<strong>控制台</strong>。",,,Runner,潜袭者,Anarch,反叛者,Hardware,硬件,Console,控制台,是,3,,,,,,4,,,,3,Jenn Tran
11042,42,Flashpoint,闪点,Escalation,事态升级,Black Orchestra,黑色乐团,"Whenever you encounter a <strong>code gate</strong>, you may install this program from your heap.
<strong>3[credit]:</strong> +2 strength. Then, if this program can interface with the <strong>code gate</strong> you are encountering, break up to 2 subroutines.","每当你遭遇一个<strong>门禁</strong>时，你可以从你的堆阵安装黑色乐团（支付其安装费用）。
3[credit]: 强度+2。如可能，破解最多2个<strong>门禁</strong>子进程。","""In extremity, your conscience may make you terrible."" -Omar Keung, the Flashpoint",在绝境中，良知或使你变得可怕。 —奥马尔·姜，《闪点》,Runner,潜袭者,Anarch,反叛者,Program,程序,Decoder - Icebreaker,解码模块 - 破解器,,3,,,,,,3,2,1,,2,Adam S. Doyle
11043,43,Flashpoint,闪点,Escalation,事态升级,Omar Keung: Conspiracy Theorist,奥马尔·姜: 阴谋论者,"Once per turn → [click]<strong>:</strong> Run Archives. If that run would be declared successful, change the attacked server to HQ or R&D for the remainder of that run.",[click]: 对档案库进行一次潜袭。如果成功，将其代替为对另一台中央服务器进行一次成功的潜袭。每回合仅能使用一次本能力。,,,Runner,潜袭者,Anarch,反叛者,Runner Identity,潜袭者特性,Natural,原生人,,1,,,0,45,12,,,,,,Matt Zeilinger
11044,44,Flashpoint,闪点,Escalation,事态升级,Peregrine,游隼,"Interface → 1[credit]: Break 1 <strong>code gate</strong> subroutine.
<strong>3[credit]:</strong> +3 strength.
<strong>2[credit]</strong>, </strong>add this program to your grip:</strong> Derez 1 <strong>code gate</strong> this program fully broke during this encounter.","1[credit]: 破解<strong>门禁</strong>子进程。
3[credit]: 强度+3。
2[credit], <strong>将游隼加入你的操控器</strong>: 关闭一个<strong>门禁</strong>。在一次遭遇中使用游隼破解该<strong>门禁</strong>上的所有子进程后，才能使用本能力。",Khan's avatar lifted her arm and the bird launched itself into the air.,可汗的虚拟形象抬起手臂，猎禽跃起飞向空中。,Runner,潜袭者,Criminal,逆法者,Program,程序,Decoder - Icebreaker,解码模块 - 破解器,,3,,,,,,5,2,1,,2,Liiga Smilshkalne
11045,45,Flashpoint,闪点,Escalation,事态升级,Houdini,胡迪尼,"Interface → <strong>1[credit]:</strong> Break 1 <strong>code gate</strong> subroutine.
<strong>2[credit]:</strong> +4 strength for the remainder of this run. Use this ability only by spending at least 1 credit from a <strong>stealth</strong> card.","1[credit]: 破解<strong>门禁</strong>子进程。
2[credit]: 本次潜袭的剩余时间内强度+4。仅能花费<strong>隐匿</strong>卡牌上的至少1信用点来使用本能力。",My brain is the key that sets my mind free.,我的头脑是解放我心智的钥匙。,Runner,潜袭者,Shaper,塑造者,Program,程序,Decoder - Icebreaker,解码模块 - 破解器,,3,,,,,,2,2,1,,3,Galen Dara
11046,46,Flashpoint,闪点,Escalation,事态升级,Net Mercur,默库尔网台,"The first time you spend at least 1[credit] from a <strong>stealth</strong> card each run, place 1[credit] on Net Mercur or draw 1 card.
Use credits on Net Mercur for anything.","每次潜袭中你第一次花费<strong>隐匿</strong>卡牌上的至少1[credit]时，放置1[credit]到默库尔网台上或补一张卡牌。
默库尔网台上的信用点用于任意用途。","""Live, unfiltered, and uncensored: this is Net Mercur, signing off for the night. Stay safe, New Angeles.""",“直播，零过滤，无审查：这里是默库尔网台，今晚的广播到此结束。注意安全，新洛杉矶。”,Runner,潜袭者,Shaper,塑造者,Resource,资源,Stealth - Virtual,隐匿 - 虚拟,是,3,,,,,,3,,,,3,Kathryn Steele
11047,47,Flashpoint,闪点,Escalation,事态升级,Find the Truth,找出真相,"Whenever you draw a card, reveal that card.
The first time each turn you make a successful run, you may look at the top card of R&D.","每当你补牌时，展示所补的卡牌。
每回合你第一次进行成功的潜袭时，你可以查看研发中心顶端的一张卡牌。","All bioroids are bound by the Three Directives, but in theory a bioroid could have any number of core directives. Even zero.",所有生化人都受三指令的约束，但理论上一个生化人可以有任意数量的核心指令。甚至是零。,Runner,潜袭者,Adam,亚当,Resource,资源,Directive - Virtual,指令 - 虚拟,是,3,,,,,,0,,,,3,Ethan Patrick Harris
11048,48,Flashpoint,闪点,Escalation,事态升级,First Responders,先遣急救员,2[credit]: Draw 1 card. Use this ability only if you have suffered damage from a Corp card ability this turn.,2[credit]: 补一张卡牌。如果你本回合已受到过公司卡牌能力造成的伤害，才能使用本能力。,"""Last week, I crossed the street to avoid her. Today, she pulled me out of the rubble. Makes me rethink who the bad guys are.""",“上周，我过马路只为躲开她。今天，她将我从瓦砾中救起。这让我反思坏人究竟是谁。”,Runner,潜袭者,Neutral Runner,中立潜袭者,Resource,资源,Connection,人脉,,3,,,,,,2,,,,0,Marko Fiedler
11049,49,Flashpoint,闪点,Escalation,事态升级,Fairchild 3.0,仙童3.0,"<strong>Lose [click][click][click]:</strong> Break up to 3 subroutines on this ice. Only the Runner can use this ability.
[subroutine] The Runner must pay 3[credit] or trash 1 of their installed cards.
[subroutine] The Runner must pay 3[credit] or trash 1 of their installed cards.
[subroutine] Do 1 core damage or end the run.","潜袭者能花费[click][click][click]，以破解仙童3.0上最多3个子进程。
[subroutine] 潜袭者必须支付3[credit]或销毁一张他/她已安装的卡牌。
[subroutine] 潜袭者必须支付3[credit]或销毁一张他/她已安装的卡牌。
[subroutine] 造成1点脑部伤害或终止本次潜袭。","In battle, I take half the slain.",在战场上，我带走一半的亡者。,Corp,公司,Haas-Bioroid,哈斯生化,Ice,防火墙,AP - Bioroid - Code Gate,杀伤 - 生化人 - 门禁,,3,,,,,,6,5,,,3,Liiga Smilshkalne
11050,50,Flashpoint,闪点,Escalation,事态升级,Ark Lockdown,封锁方舟,Name a card. Remove all copies of that card in the heap from the game.,指定一张卡牌的名称。将堆阵中其所有相同卡牌移出游戏。,"""If you live off-site, please consult the building AI for temporary housing. We regret that your off-site family cannot join you here while we are in lockdown...""",“如果你住在场外，请向建筑人工智能咨询临时住房。封锁期间，我们很遗憾场外的亲属不能与你在此会合。”,Corp,公司,Haas-Bioroid,哈斯生化,Operation,事务,,,,3,,,,,,1,,,,2,Johan Törnlund
11051,51,Flashpoint,闪点,Escalation,事态升级,Hellion Beta Test,恶狼贝塔测试,"Play only if the Runner trashed a card while accessing it during their last turn.
Trace[2]. If successful, trash 2 installed non-program cards. If unsuccessful, take 1 bad publicity.","如果潜袭者在他/她的上回合销毁过被读取的公司卡牌，才能打出。
<trace>追踪 2</trace> 如果成功，销毁两张已安装的非程序卡牌。如果失败，拿取1枚负面声誉标记。","""Wait a minute, I don't even have a cat.""",“等一下。我根本就没养猫。”,Corp,公司,Haas-Bioroid,哈斯生化,Operation,事务,Black Ops,黑色行动,,3,,,,,,1,,,,3,VIKO
11052,52,Flashpoint,闪点,Escalation,事态升级,Project Kusanagi,草薙计划,"When you score Project Kusanagi, place 1 agenda counter on it for each advancement token on it over 2.
<strong>Hosted agenda counter:</strong> Choose 1 piece of ice to gain ""[subroutine] Do 1 net damage."" after all its other subroutines for the remainder of this run.","当你用草薙计划计分时，草薙计划上超过2枚推进标记的，每超过1枚，放置1枚议案指示物到本卡牌上。
<strong>所附载的议案指示物</strong>: 选择一层防火墙，本次潜袭的剩余时间内，该防火墙在其它所有子进程后获得“[subroutine] 造成1点网域伤害。”",,,Corp,公司,Jinteki,人间会社,Agenda,议案,Security,防卫,,3,2,0,,,,,,,,,Priscilla Kim
11053,53,Flashpoint,闪点,Escalation,事态升级,DNA Tracker,DNA追迹者,"[subroutine] Do 1 net damage. The Runner loses 2[credit].
[subroutine] Do 1 net damage. The Runner loses 2[credit].
[subroutine] Do 1 net damage. The Runner loses 2[credit].","[subroutine] 造成1点网域伤害。潜袭者失去2[credit]。
[subroutine] 造成1点网域伤害。潜袭者失去2[credit]。
[subroutine] 造成1点网域伤害。潜袭者失去2[credit]。","When your ID is flagged with your genetic profile, ""privacy""  doesn't really exist.",当你的身份被打上基因档案的标注，其实也就不存在“隐私”了。,Corp,公司,Jinteki,人间会社,Ice,防火墙,AP - Code Gate,杀伤 - 门禁,,3,,,,,,8,6,,,3,A. Jones
11054,54,Flashpoint,闪点,Escalation,事态升级,Jinteki: Potential Unleashed,人间会社: 潜力无限,"Whenever the Runner takes at least 1 net damage, trash the top card of the stack.",每当潜袭者承受至少1点网域伤害时，销毁存储栈顶端的一张卡牌。,Your better nature.,人性向善。,Corp,公司,Jinteki,人间会社,Corp Identity,公司特性,Megacorp,巨型公司,,1,,,,45,12,,,,,,
11055,55,Flashpoint,闪点,Escalation,事态升级,Alexa Belsky,艾里珊·别尔斯基,[trash]: Shuffle all cards in HQ into R&D. The Runner may pay any number of credits to prevent 1 random card in HQ from being shuffled into R&D for every 2[credit] spent.,[trash]: 将总部中的所有卡牌洗入研发中心。潜袭者可以支付任意数量的信用点，并且其每支付2[credit]，防止总部中的一张随机卡牌被洗入研发中心。,"""She used to work for me at my chop shop. Now she makes more money than I do."" -MacPherson",“她曾经在我的拆卸店为我打工。现在她赚的钱比我还多。” —麦弗逊,Corp,公司,NBN,网际传媒,Asset,资产,Character,人物,是,3,,,,,,1,,,5,2,Kate Laird
11056,56,Flashpoint,闪点,Escalation,事态升级,Observe and Destroy,观察并摧毁,"Play only if the Runner has fewer than 6[credit].
As an additional cost to play this operation, remove 1 tag.
Trash 1 installed card.","如果潜袭者具有少于6[credit]，才能打出。
作为打出本事务的额外费用，移除1枚锁定标记。
销毁一张已安装的卡牌。","Observing is fun, but it's just the appetizer.",观察很有趣，但它只是一道开胃菜。,Corp,公司,NBN,网际传媒,Operation,事务,Gray Ops,灰色行动,,3,,,,,,0,,,,1,Antonio De Luca
11057,57,Flashpoint,闪点,Escalation,事态升级,Service Outage,服务停运,"This operation is not trashed until another <strong>current</strong> is played or an agenda is stolen.
As an additional cost to run for the first time during their turn, the Runner must spend 1[credit].","本卡牌打出后不会被销毁，直到另一个<strong>局势</strong>被打出或一个议案被窃取。
作为在他/她的回合第一次进行潜袭（即使通过卡牌能力）的额外费用，潜袭者必须花费1[credit]。",,,Corp,公司,NBN,网际传媒,Operation,事务,Current,局势,,3,,,,,,1,,,,1,Samuel Leung
11058,58,Flashpoint,闪点,Escalation,事态升级,BOOM!,轰！,"Play only if the Runner has at least 2 tags.
As an additional cost to play this operation, spend [click].
Do 7 meat damage.","如果潜袭者具有至少2枚锁定标记，才能打出。
作为打出本事务的额外费用，花费[click]。
造成7点肢体伤害。",Game over.,游戏结束。,Corp,公司,Weyland Consortium,威兰财团,Operation,事务,Black Ops - Double,黑色行动 - 双重,,3,,,,,,4,,,1,3,JuanManuel Tumburus
11059,59,Flashpoint,闪点,Escalation,事态升级,Door to Door,挨门逐户,"This card is not trashed until another <strong>current</strong> is played or an agenda is stolen.
When the Runner's turn begins, Trace[1]. If successful, do 1 meat damage if the Runner is tagged; otherwise, give the Runner 1 tag.","本卡牌打出后不会被销毁，直到另一个<strong>局势</strong>被打出或一个议案被窃取。
当潜袭者的回合开始时，<trace>追踪 1</trace> 如果成功，并且潜袭者被锁定，造成1点肢体伤害；否则，给予潜袭者1枚锁定标记。",,,Corp,公司,Weyland Consortium,威兰财团,Operation,事务,Black Ops - Current,黑色行动 - 局势,,3,,,,,,3,,,,2,Maciej Rebisz
